noc20-ce08,Civil Engineering,"Energy Efficiency, Acoustics and Daylighting in Building",Prof. B Bhattacharjee,IITD,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 26, 2020",PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_ce13,https://swayam.gov.in/nd1_noc20_ce08/preview,https://nptel.ac.in/courses/105/102/105102175,,,,,,,,,,,,,,,,
noc20-ce07,Civil Engineering,Natural Hazards,Prof. Javed N. Malik,IITK,8 Weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_ce14,https://swayam.gov.in/nd1_noc20_ce07/preview,https://nptel.ac.in/courses/105/104/105104183,,,,,,,,,,,,,,,,
noc20-ce09,Civil Engineering,"Fire Protection, Services and Maintenance Management of Building",Prof. B Bhattacharjee,IITD,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc18_ce30,https://swayam.gov.in/nd1_noc20_ce09/preview,https://nptel.ac.in/courses/105/102/105102176,,,,,,,,,,,,,,,,
noc20-ce12,Civil Engineering,Electronic Waste Management - Issues And Challenges,Prof. Brajesh Kumar Dubey,IIT KGP,4 Weeks,Rerun,"January 27, 2020","February 21, 2020","March 29, 2020",PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_ce06,https://swayam.gov.in/nd1_noc20_ce12/preview,https://nptel.ac.in/courses/105/105/105105169,,,,,,,,,,,,,,,,
noc20-ce13,Civil Engineering,Plastic Waste Management,Prof. Brajesh Kumar Dubey,IIT KGP,8 Weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_ce07,https://swayam.gov.in/nd1_noc20_ce13/preview,https://nptel.ac.in/courses/105/105/105105184,,,,,,,,,,,,,,,,
noc20-ce14,Civil Engineering,Architectural Conservation And Historic Preservation,Prof. Sanghamitra Basu,IIT KGP,8 Weeks,Rerun,"February 24, 2020","April 17, 2020","April 26, 2020",PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_ar08,https://swayam.gov.in/nd1_noc20_ce14/preview,https://nptel.ac.in/courses/124/105/124105003,,,,,,,,,,,,,,,,
noc20-ce16,Civil Engineering,Higher Surveying,Prof. Ajay Dashora,IITG,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 26, 2020",PG,Core,Yes,https://onlinecourses-archive.nptel.ac.in/noc18_ce37,https://swayam.gov.in/nd1_noc20_ce16/preview,https://nptel.ac.in/courses/105/103/105103176,,,,,,,,,,,,,,,,
noc20-ce17,Civil Engineering,Applied Environmental Microbiology,Prof. Gargi Singh,IITR,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_ce04,https://swayam.gov.in/nd1_noc20_ce17/preview,https://nptel.ac.in/courses/105/107/105107173,,,,,,,,,,,,,,,,
noc20-ce18,Civil Engineering,Digital Land Surveying And Mapping (DLS&M),Prof. J. K. Ghosh,IITR,8 Weeks,Rerun,"February 24, 2020","April 17, 2020","April 25, 2020",PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_ce09,https://swayam.gov.in/nd1_noc20_ce18/preview,https://nptel.ac.in/courses/105/107/105107158,,,,,,,,,,,,,,,,
noc20-ce20,Civil Engineering,Introduction to Geographic Information Systems,Prof. Arun K. Saraf,IITR,4 Weeks,Rerun,"January 27, 2020","February 21, 2020","March 29, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc18_ce10,https://swayam.gov.in/nd1_noc20_ce20/preview,https://nptel.ac.in/courses/105/107/105107155,,,,,,,,,,,,,,,,
noc20-ce24,Civil Engineering,Geo Spatial Analysis in Urban Planning,Prof. Saikat Kumar Paul,IIT KGP,4 Weeks,New,"January 27, 2020","February 21, 2020","March 29, 2020",PG,Core,Yes,,https://swayam.gov.in/nd1_noc20_ce24/preview,,,,,,,,,,,,,,,,,
noc20-ce28,Civil Engineering,Geomorphology,Prof. Pitambar Pati,IITR,12 Weeks,New,"January 27, 2020","April 17, 2020","April 26, 2020",PG,Core,Yes,,https://swayam.gov.in/nd1_noc20_ce28/preview,,,,,,,,,,,,,,,,,
noc20-ce29,Civil Engineering,Remote Sensing Essentials,Prof. Arun K. Saraf,IITR,12 Weeks,New,"January 27, 2020","April 17, 2020","April 26, 2020",UG/PG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_ce29/preview,,,,,,,,,,,,,,,,,
noc20-ce23,Civil Engineering,Water Supply Engineering,Prof. Manoj Kumar Tiwari,IIT KGP,12 Weeks,New,"January 27, 2020","April 17, 2020","April 26, 2020",UG/PG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_ce23/preview,,,,,,,,,,,,,,,,,
noc20-ce30,Civil Engineering,Hydraulic Engineering,Prof. Mohammad Saud Afzal,IIT KGP,12 Weeks,New,"January 27, 2020","April 17, 2020","April 25, 2020",UG,Core,No,,https://swayam.gov.in/nd1_noc20_ce30/preview,,,,,,,,,,,,,,,,,
noc20-ce31,Civil Engineering,Environmental Remediation of Contaminated Sites,Prof. Bhanu Prakash Vellanki,IITR,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 26, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_ce05,https://swayam.gov.in/nd1_noc20_ce31/preview,https://nptel.ac.in/courses/105/107/105107181/,,,,,,,,,,,,,,,,
noc20-ce32,Civil Engineering,Introduction to Accounting and Finance for Civil Engineers,"Prof. Sudhir Misra 
Prof. K.N. Jha",IITK,8 Weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc18-ce39,https://swayam.gov.in/nd1_noc20_ce32/preview,https://nptel.ac.in/courses/105/104/105104178/,,,,,,,,,,,,,,,,
noc20-ce19,Civil Engineering,Earthquake Geology:A tool for Seismic Hazard Assessment,Prof. Javed N. Malik,IITK,12 Weeks,New,"January 27, 2020","April 17, 2020","April 25, 2020",PG,Core,Yes,,https://swayam.gov.in/nd1_noc20_ce19/preview,,,,,,,,,,,,,,,,,
noc20-cs06,Computer Science and Engineering,Problem solving through Programming In C,Prof. Anupam Basu,IIT KGP,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,https://swayam.gov.in/nd1_noc19_cs43/preview,https://swayam.gov.in/nd1_noc20_cs06/preview,https://nptel.ac.in/courses/106/105/106105171,,,,,,,,,,,,,,,,
noc20-cs07,Computer Science and Engineering,Programming in C++,Prof. Partha Pratim Das,IIT KGP,8 Weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",UG/PG,Core,Yes,https://swayam.gov.in/nd1_noc19_cs38/preview,https://swayam.gov.in/nd1_noc20_cs07/preview,https://nptel.ac.in/courses/106/105/106105151,,,,,,,,,,,,,,,,
noc20-cs08,Computer Science and Engineering,Programming in Java,Prof. Debasis Samanta,IIT KGP,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 26, 2020",UG,Elective,yes,https://swayam.gov.in/nd1_noc19_cs84/preview,https://swayam.gov.in/nd1_noc20_cs08/preview,https://nptel.ac.in/courses/106/105/106105191,,,,,,,,,,,,,,,,
noc20-cs35,Computer Science and Engineering,The Joy of Computing using Python,"Prof. Sudarshan Iyengar
Prof. Yayati Gupta",IIT Ropar,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,https://swayam.gov.in/nd1_noc19_cs41/preview,https://swayam.gov.in/nd1_noc20_cs35/preview,https://nptel.ac.in/courses/106/106/106106182,,,,,,,,,,,,,,,,
noc20-cs26,Computer Science and Engineering,"Programming, Data Structures And Algorithms Using Python",Prof. Madhavan Mukund,CMI,8 Weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",UG,Elective,yes,https://swayam.gov.in/nd1_noc19_cs40/preview,https://swayam.gov.in/nd1_noc20_cs26/preview,https://nptel.ac.in/courses/106/106/106106145,,,,,,,,,,,,,,,,
noc20-cs09,Computer Science and Engineering,Data Base Management System,Prof. Partha Pratim Das,IIT KGP,8 Weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",UG,Core,No,https://swayam.gov.in/nd1_noc19_cs46/preview,https://swayam.gov.in/nd1_noc20_cs09/preview,https://nptel.ac.in/courses/106/105/106105175,,,,,,,,,,,,,,,,
noc20-cs03,Computer Science and Engineering,Introduction to Database Systems,Prof. Sreenivasa Kumar,IITM,12 Weeks,New,"January 27, 2020","April 17, 2020","April 26, 2020",UG,Core,No,,https://swayam.gov.in/nd1_noc20_cs03/preview,,,,,,,,,,,,,,,,,
noc20-cs27,Computer Science and Engineering,Design and analysis of algorithms,Prof. Madhavan Mukund,CMI,8 Weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",UG,Elective,yes,https://swayam.gov.in/nd1_noc19_cs47/preview,https://swayam.gov.in/nd1_noc20_cs27/preview,https://nptel.ac.in/courses/106/106/106106131,,,,,,,,,,,,,,,,
noc20-cs10,Computer Science and Engineering,Introduction to algorithms and analysis,Prof. Sourav Mukhopadhyay,IIT KGP,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc17_cs20,https://swayam.gov.in/nd1_noc20_cs10/preview,https://nptel.ac.in/courses/106/105/106105164,,,,,,,,,,,,,,,,
noc20-cs39,Computer Science and Engineering,Randomized Algorithms,Prof. Benny George K,IITG,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_cs16,https://swayam.gov.in/nd1_noc20_cs39/preview,https://nptel.ac.in/courses/106/103/106103187,,,,,,,,,,,,,,,,
noc20-cs37,Computer Science and Engineering,Discrete Mathematics,"Prof. Sudarshan Iyengar
Prof. Rishi Ranjan Singh",IIT Ropar & IIT Bhilai,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG,Core,No,https://swayam.gov.in/nd1_noc19_cs67/preview,https://swayam.gov.in/nd1_noc20_cs37/preview,https://nptel.ac.in/courses/106/106/106106183,,,,,,,,,,,,,,,,
noc20-cs34,Computer Science and Engineering,Foundations to Computer Systems Design,Prof. Kamakoti Veezhinathan,IITM,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Core,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_cs02,https://swayam.gov.in/nd1_noc20_cs34/preview,https://nptel.ac.in/courses/106/106/106106197,,,,,,,,,,,,,,,,
noc20-cs04,Computer Science and Engineering,Operating System,Prof. Sorav Bansal,IITD,12 Weeks,Repurposed,"January 27, 2020","April 17, 2020","April 25, 2020",UG,Core,No,,https://swayam.gov.in/nd1_noc20_cs04/preview,https://nptel.ac.in/courses/106/102/106102132,,,,,,,,,,,,,,,,
noc20-cs16,Computer Science and Engineering,Real Time Operating System,Prof. Rajib Mall,IIT KGP,4 Weeks,Rerun,"February 24, 2020","March 20, 2020","April 25, 2020",PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_cs21,https://swayam.gov.in/nd1_noc20_cs16/preview,https://nptel.ac.in/courses/106/105/106105172,,,,,,,,,,,,,,,,
noc20-cs05,Computer Science and Engineering,Computational Geometry,Prof. Amit Kumar,IITD,12 Weeks,Repurposed,"January 27, 2020","April 17, 2020","April 25, 2020",UG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_cs05/preview,https://nptel.ac.in/courses/106/102/106102011,,,,,,,,,,,,,,,,
noc20-cs28,Computer Science and Engineering,Data Science for Engineers,"Prof. Ragunathan Rengasamy
Prof. Shankar Narasimhan",IITM,8 Weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",UG/PG,Elective,Yes,https://swayam.gov.in/nd1_noc19_cs60/preview,https://swayam.gov.in/nd1_noc20_cs28/preview,https://nptel.ac.in/courses/106/106/106106179,,,,,,,,,,,,,,,,
noc20-cs36,Computer Science and Engineering,Python for Data Science,Prof. Ragunathan Rengasamy,IITM,4 Weeks,Rerun,"January 27, 2020","February 21, 2020","March 29, 2020",UG,Elective,yes,https://swayam.gov.in/nd1_noc19_cs59/preview,https://swayam.gov.in/nd1_noc20_cs36/preview,https://nptel.ac.in/courses/106/106/106106212,,,,,,,,,,,,,,,,
noc20-cs46,Computer Science and Engineering,Data Analytics with Python,Prof. A. Ramesh,IITR,12 Weeks,New,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_cs46/preview,,,,,,,,,,,,,,,,,
noc20-cs29,Computer Science and Engineering,Introduction to Machine Learning,Prof. Balaraman Ravindran,IITM,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 26, 2020",UG/PG,Elective,Yes,https://swayam.gov.in/nd1_noc19_cs53/preview,https://swayam.gov.in/nd1_noc20_cs29/preview,https://nptel.ac.in/courses/106/106/106106139,,,,,,,,,,,,,,,,
noc20-cs49,Computer Science and Engineering,"Machine Learning, ML",Prof. Carl Gustaf Jansson,"KTH, The Royal Institute of Technology",8 Weeks,Rerun,"February 24, 2020","April 17, 2020","April 26, 2020",PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_cs35,https://swayam.gov.in/nd1_noc20_cs49/preview,https://nptel.ac.in/courses/106/106/106106202/,,,,,,,,,,,,,,,,
noc20-cs44,Computer Science and Engineering,Practical Machine Learning with Tensorflow,"Prof. Ashish Tendulkar 
Prof. Balaraman Ravindran",IITM & Google,8 weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",UG,Elective,Yes,https://swayam.gov.in/nd1_noc19_cs81/preview,https://swayam.gov.in/nd1_noc20_cs44/preview,https://nptel.ac.in/courses/106/106/106106213/,,,,,,,,,,,,,,,,
noc20-cs42,Computer Science and Engineering,An Introduction to Artificial Intelligence,Prof. Mausam,IITD,12 Weeks,New,"January 27, 2020","April 17, 2020","April 26, 2020",UG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_cs42/preview,,,,,,,,,,,,,,,,,
noc20-cs30,Computer Science and Engineering,Artificial Intelligence : Knowledge Representation And Reasoning,Prof. Deepak Khemani,IITM,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc18_cs18,https://swayam.gov.in/nd1_noc20_cs30/preview,https://nptel.ac.in/courses/106/106/106106140,,,,,,,,,,,,,,,,
noc20-cs11,Computer Science and Engineering,Deep Learning (IITKGP),Prof. Prabir Kumar Biswas,IIT KGP,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,https://swayam.gov.in/nd1_noc19_cs54/preview,https://swayam.gov.in/nd1_noc20_cs11/preview,https://nptel.ac.in/courses/106/105/106105215,,,,,,,,,,,,,,,,
noc20-cs12,Computer Science and Engineering,Data Mining,Prof. Pabitra Mitra,IIT KGP,8 Weeks,Rerun,"February 24, 2020","April 17, 2020","April 25, 2020",UG,Elective,yes,https://onlinecourses-archive.nptel.ac.in/noc19_cs15,https://swayam.gov.in/nd1_noc20_cs12/preview,https://nptel.ac.in/courses/106/105/106105174,,,,,,,,,,,,,,,,
noc20-cs25,Computer Science and Engineering,Computer Architecture,Prof. Smruti Ranjan Sarangi,IITD,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 26, 2020",UG,Core,No,https://onlinecourses-archive.nptel.ac.in/noc18_cs29,https://swayam.gov.in/nd1_noc20_cs25/preview,https://nptel.ac.in/courses/106/102/106102157,,,,,,,,,,,,,,,,
noc20-cs13,Computer Science and Engineering,Compiler Design,Prof. Santanu Chattopadhyay,IIT KGP,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG,Core,No,https://onlinecourses-archive.nptel.ac.in/noc19_cs01,https://swayam.gov.in/nd1_noc20_cs13/preview,https://nptel.ac.in/courses/106/105/106105190,,,,,,,,,,,,,,,,
noc20-cs14,Computer Science and Engineering,Embedded Systems Design,Prof. Anupam Basu,IIT KGP,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 26, 2020",UG,Core,No,https://onlinecourses-archive.nptel.ac.in/noc18_cs05,https://swayam.gov.in/nd1_noc20_cs14/preview,https://nptel.ac.in/courses/106/105/106105159,,,,,,,,,,,,,,,,
noc20-cs18,Computer Science and Engineering,VLSI Physical Design,Prof. Indranil Sengupta,IIT KGP,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 26, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc18_cs06,https://swayam.gov.in/nd1_noc20_cs18/preview,https://nptel.ac.in/courses/106/105/106105161,,,,,,,,,,,,,,,,
noc20-cs15,Computer Science and Engineering,Embedded System Design with ARM,"Prof. Indranil Sengupta 
Prof. Kamalika Dutta",IIT KGP,8 Weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",UG,Elective,yes,https://onlinecourses-archive.nptel.ac.in/noc19_cs22,https://swayam.gov.in/nd1_noc20_cs15/preview,https://nptel.ac.in/courses/106/105/106105193,,,,,,,,,,,,,,,,
noc20-cs17,Computer Science and Engineering,Introduction To Soft Computing,Prof. Debasis Samanta,IIT KGP,8 Weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_cs23,https://swayam.gov.in/nd1_noc20_cs17/preview,https://nptel.ac.in/courses/106/105/106105173,,,,,,,,,,,,,,,,
noc20-cs19,Computer Science and Engineering,Software Testing,Prof. Rajib Mall,IIT KGP,4 Weeks,Rerun,"January 27, 2020","February 21, 2020","March 29, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc16_cs16,https://swayam.gov.in/nd1_noc20_cs19/preview,https://nptel.ac.in/courses/106/105/106105150,,,,,,,,,,,,,,,,
noc20-cs20,Computer Science and Engineering,Cloud computing,Prof. Soumya Kanti Ghosh,IIT KGP,8 Weeks,Rerun,"February 24, 2020","April 17, 2020","April 26, 2020",UG,Elective,yes,https://onlinecourses-archive.nptel.ac.in/noc19_cs27,https://swayam.gov.in/nd1_noc20_cs20/preview,https://nptel.ac.in/courses/106/105/106105167,,,,,,,,,,,,,,,,
noc20-cs48,Computer Science and Engineering,Cloud Computing and Distributed Systems,Prof. Rajiv Misra,IITP,8 weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",UG/PG,Core/Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc18_cs45,https://swayam.gov.in/nd1_noc20_cs48/preview,https://nptel.ac.in/courses/106/104/106104182/,,,,,,,,,,,,,,,,
noc20-cs22,Computer Science and Engineering,Introduction to internet of things,Prof. Sudip Misra,IIT KGP,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG,Elective,yes,https://swayam.gov.in/nd1_noc19_cs65/preview,https://swayam.gov.in/nd1_noc20_cs22/preview,https://nptel.ac.in/courses/106/105/106105166,,,,,,,,,,,,,,,,
noc20-cs24,Computer Science and Engineering,Introduction to Industry 4.0 and Industrial Internet of Things,Prof. Sudip Misra,IIT KGP,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 26, 2020",PG,Core,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_cs32,https://swayam.gov.in/nd1_noc20_cs24/preview,https://nptel.ac.in/courses/106/105/106105195,,,,,,,,,,,,,,,,
noc20-cs23,Computer Science and Engineering,Computer Networks and Internet Protocol,"Prof. Soumya Kanti Ghosh
Prof. Sandip Chakraborty",IIT KGP,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Core,Yes,https://onlinecourses-archive.nptel.ac.in/noc18_cs38,https://swayam.gov.in/nd1_noc20_cs23/preview,https://nptel.ac.in/courses/106/105/106105183,,,,,,,,,,,,,,,,
noc20-cs31,Computer Science and Engineering,Privacy and Security in Online Social Media,Prof. Ponnurangam Kumaraguru,IIITD,8 Weeks,Rerun,"February 24, 2020","April 17, 2020","April 26, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_cs25,https://swayam.gov.in/nd1_noc20_cs31/preview,https://nptel.ac.in/courses/106/106/106106146,,,,,,,,,,,,,,,,
noc20-cs32,Computer Science and Engineering,Social Networks,"Prof. Poonam Saini
Prof. Sudarshan Iyengar",Punjab Engineering College & IIT Ropar,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 26, 2020",UG,Elective,yes,https://swayam.gov.in/nd1_noc19_cs66/preview,https://swayam.gov.in/nd1_noc20_cs32/preview,https://nptel.ac.in/courses/106/106/106106169,,,,,,,,,,,,,,,,
noc20-cs50,Computer Science and Engineering,Deep Learning - Part 1(IIT Ropar),"Prof. Sudarshan Iyengar
Prof. Padmavati",IIT Ropar,12 weeks,Rerun,"January 27, 2020","April 17, 2020","April 26, 2020",UG/PG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_cs50/preview,https://nptel.ac.in/courses/106/106/106106184/,,,,,,,,,,,,,,,,
noc20-cs51,Computer Science and Engineering,Reinforcement Learning,Prof. Balaraman Ravindran,IITM,12 weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_cs51/preview,https://nptel.ac.in/courses/106/106/106106143/,,,,,,,,,,,,,,,,
noc20-cs52,Computer Science and Engineering,Modern Application Development,"Prof. Aamod Sane 
Prof. Abhijat Vichare
Prof. Madhavan Mukund","Persistent Computing Systems
CMI",12 weeks,New,"January 27, 2020","April 17, 2020","April 25, 2020",UG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_cs52/preview,,,,,,,,,,,,,,,,,
noc20-cs33,Computer Science and Engineering,Information Security - 5 - Secure Systems Engineering,Prof. Chester Rebeiro,IITM,8 Weeks,Rerun,"January 27, 2020","March 20, 2020","March 29, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_cs29,https://swayam.gov.in/nd1_noc20_cs33/preview,https://nptel.ac.in/courses/106/106/106106199,,,,,,,,,,,,,,,,
noc20-cs38,Computer Science and Engineering,Model Checking,Prof. Srivathsan B,CMI,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG,Elective,yes,https://onlinecourses-archive.nptel.ac.in/noc18_cs49,https://swayam.gov.in/nd1_noc20_cs38/preview,https://nptel.ac.in/courses/106/106/106106136,,,,,,,,,,,,,,,,
noc20-cs41,Computer Science and Engineering,GPU Architectures and Programming,Prof. Soumyajit Dey,IIT KGP,12 Weeks,New,"January 27, 2020","April 17, 2020","April 26, 2020",UG/PG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_cs41/preview,,,,,,,,,,,,,,,,,
noc20-cs43,Computer Science and Engineering,Multi-Core Computer Architecture - Storage and Interconnects,Prof. John Jose,IITG,8 Weeks,Rerun,"February 24, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc18_cs50,https://swayam.gov.in/nd1_noc20_cs43/preview,https://nptel.ac.in/courses/106/103/106103183,,,,,,,,,,,,,,,,
noc20-cs45,Computer Science and Engineering,User-centric Computing for Human-Computer Interaction,Prof. Samit Bhattacharya,IITG,8 Weeks,New,"January 27, 2020","March 20, 2020","March 29, 2020",UG/PG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_cs45/preview,,,,,,,,,,,,,,,,,
noc20-cs47,Computer Science and Engineering,Arithmetic Circuit Complexity,Prof. Nitin Saxena,IITK,12 Weeks,New,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_cs47/preview,,,,,,,,,,,,,,,,,
noc20-cs01,Computer Science and Engineering,Introduction to Blockchain Technology and Applications,Prof. Sandeep Shukla,IITK,8 Weeks,New,"February 24, 2020","April 17, 2020","April 25, 2020",PG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_cs01/preview,,,,,,,,,,,,,,,,,
noc20-cs02,Computer Science and Engineering,Foundations of Cryptography,Prof. Ashish Choudhury,IIIT Bangalore,12 Weeks,New,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_cs02/preview,,,,,,,,,,,,,,,,,
noc20-cs21,Computer Science and Engineering,Cryptography and Network Security,Prof. Sourav Mukhopadhyay,IIT KGP,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Elective,Yes,https://onlinecourses-archive.nptel.ac.in/noc19_cs28,https://swayam.gov.in/nd1_noc20_cs21/preview,https://nptel.ac.in/courses/106/105/106105162,,,,,,,,,,,,,,,,
noc20-de01,Design Engineering,Understanding Design,Prof. Nina Sabnani,IITB,4 Weeks,Rerun,"February 24, 2020","March 20, 2020","April 25, 2020",UG,Elective,yes,https://swayam.gov.in/nd1_noc19_de06/preview,https://swayam.gov.in/nd1_noc20_de01/preview,https://nptel.ac.in/courses/107/101/107101087,,,,,,,,,,,,,,,,
noc20-de02,Design Engineering,Innovation by Design,Prof. B. K. Chakravarthy,IITB,4 Weeks,Rerun,"February 24, 2020","March 20, 2020","April 26, 2020",UG,Elective,yes,https://swayam.gov.in/nd1_noc19_de05/preview,https://swayam.gov.in/nd1_noc20_de02/preview,https://nptel.ac.in/courses/107/101/107101086,,,,,,,,,,,,,,,,
noc20-de03,Design Engineering,"Design, Technology and Innovation",Prof. B. K. Chakravarthy,IITB,8 Weeks,New,"February 24, 2020","April 17, 2020","April 25, 2020",UG,Elective,yes,,https://swayam.gov.in/nd1_noc20_de03/preview,,,,,,,,,,,,,,,,,
noc20-de04,Design Engineering,Geographic Information System,Prof. Bharath H Aithal,IIT KGP,12 Weeks,New,"January 27, 2020","April 17, 2020","April 25, 2020",PG,Elective,Yes,,https://swayam.gov.in/nd1_noc20_de04/preview,,,,,,,,,,,,,,,,,
noc20-de05,Design Engineering,Product Design and Innovation,"Prof. Supradip Das
Prof. Swati Pal
Prof. Debayan Dhar",IITG,4 Weeks,Rerun,"January 27, 2020","February 21, 2020","March 29, 2020",PG,Core,Yes,https://onlinecourses-archive.nptel.ac.in/noc18_de02,https://swayam.gov.in/nd1_noc20_de05/preview,https://nptel.ac.in/courses/107/103/107103082,,,,,,,,,,,,,,,,
noc20-de06,Design Engineering,Fundamentals of Automotive Systems,Prof. C. S. Shankar Ram,IITM,12 Weeks,New,"January 27, 2020","April 17, 2020","April 25, 2020",UG/PG,Core,Yes,,https://swayam.gov.in/nd1_noc20_de06/preview,,,,,,,,,,,,,,,,,
noc20-ee15,Electrical and Electronics Engineering,Principles of Signals and Systems,Prof. Aditya K. Jagannatham,IITK,12 Weeks,Rerun,"January 27, 2020","April 17, 2020","April 26, 2020",UG,Core,No,https://onlinecourses-archive.nptel.ac.in/noc19_ee07,https://swayam.gov.in/nd1_noc20_ee15/preview,https://nptel.ac.in/courses/108/104/108104100,,,,,,,,,,,,,,,,
noc20-ee06,Electrical and Electronics Engineering,Signals and Systems,Prof. Kushal K. Shah,IISER Bhopal,12 Weeks,New,"January 27, 2020","April 17, 2020","April 26, 2020",UG,Core,No,,https://swayam.gov.in/nd1_noc20_ee06/preview,,,,,,,,,,,,,,,,,
